2.767787616970051E10;6.0812774;7.199682;4.299469
2.7677876176702404E10;5.4110584;7.956072;4.950539
2.767787618570484E10;4.7751684;8.540293;5.3824997
2.7677876192706738E10;4.909212;8.205183;5.143136
2.7677876201709175E10;5.436903;7.567503;5.2330904
2.7677876213712425E10;5.628394;7.4430337;5.5490513
2.7677876226715942E10;5.3842344;7.7905416;6.2166624
2.767787626072515E10;4.6661425;7.5990505;6.27411
2.7677876275729214E10;4.7315955;7.504241;6.0024576
2.767787631774059E10;4.607126;8.3851;5.9354353
2.767787632374221E10;4.7107115;7.966686;5.863367
2.7677876332744648E10;4.7490096;7.6890235;5.7388973
2.767787636075223E10;4.691375;7.6756277;5.756343
2.7677876376756565E10;4.490309;7.761799;5.6797457
2.767787638175792E10;4.558462;7.6432056;5.612896
2.7677876390760357E10;4.885941;7.8430767;5.0325685
2.7677876397762253E10;5.0008354;8.714362;5.090016
2.7677876410765774E10;4.212612;8.671795;5.730987
2.7677876415767128E10;3.7243094;8.34626;5.9799256
2.767787642276902E10;4.8130083;5.2518616;5.9111285
2.7677876429770916E10;4.037469;7.0135803;6.0643215
2.7677876442774437E10;3.140098;8.719118;6.5478983
2.7677876448776062E10;2.8720107;8.834013;6.3372574
2.767787645977904E10;3.7630162;5.4615097;6.092713
2.7677876466780937E10;5.0651565;6.5625844;6.0352654
2.7677876475783375E10;3.531351;7.8009844;6.313117
2.7677876481785E10;3.2441144;7.810559;6.1886477
2.7677876490787437E10;3.71939;7.160665;6.100808
2.7677876498789604E10;3.50875;7.400029;5.9188914
2.767787650779204E10;3.902852;6.162678;6.3437114
2.7677876514793938E10;3.7017865;6.7754498;6.324562
2.76778765227961E10;3.2433;7.163133;6.7062826
2.767787655780558E10;2.726274;7.4024973;7.031818
2.767787656980883E10;3.086998;7.20533;7.000741
2.7677876578811268E10;2.6561427;7.071286;6.933719
2.7677876585813164E10;2.5590367;7.6991215;7.0700397
2.7677876597816414E10;2.8271246;7.517205;6.8785486
2.767787660281777E10;2.6788158;6.894456;6.7292047
2.7677876613820744E10;1.9032764;6.971052;6.2600513
2.767787662082264E10;2.0845428;7.230855;6.4261723
2.767787663182562E10;2.8409333;8.322355;6.675111
2.7677876636826973E10;2.3590522;7.998163;6.509586
2.767787664482914E10;1.8493276;7.7493315;6.557463
2.7677876652831306E10;1.705709;7.99827;6.0500116
2.767787666783537E10;2.1851292;8.817705;5.041188
2.7677876676837807E10;2.5489626;9.823034;4.533736
2.7677876687840786E10;2.2904491;10.320911;4.6007576
2.767787669184187E10;2.06283;10.334024;5.092078
2.767787676886272E10;1.0766501;10.544664;5.532508
2.767787684288276E10;1.266779;10.06529;5.915989
2.7677876852885468E10;6.4561906;9.758905;7.974519
2.7677876928906048E10;2.3011441;14.240966;-0.22094035
2.767787693290713E10;1.7649689;0.2812562;-3.7826767
2.7677876947911194E10;3.3114028;10.8164625;11.104559
2.767787695491309E10;0.46775818;7.1302567;14.484379
2.767787704493746E10;-4.1702166;3.0351596;-5.4917345
2.7677877056940712E10;-3.6914883;7.190519;1.373225
2.767787711795723E10;-1.3011675;7.4651957;-1.0943694
2.7677877126959667E10;-2.2011757;6.0960336;-3.5071588
2.767787713196102E10;-0.955389;7.0739465;-3.1469898
2.7677877299006245E10;0.8159046;8.759069;-0.65760404
